,name,desc,score,c_score,price,category,accessibility,schedule,web,search_parameters,phone,address,lat,lon
46,Discoteca Brutal Medellin,"Información  Accesibilidad

Sanitarios accesibles para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Consumo en el lugar

Entrega a domicilio

Para llevar
    Aspectos destacados

Buenos cócteles

Música en vivo

Presentaciones en vivo
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles

Comida

Comida en el bar

Lugar para bailar

Vino
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Pagos

Tarjetas de crédito",4.2,740.0,$$,Discoteca,,"6 pm.,6 .",http://www.instagram.com/discotecabrutal,Comuna La América Discotecas,300 2994747 ,"Carrera 70, Cq. 2 #19, Medellín, Antioquia",6.2455152,-75.5894044
47,Discoteca Tamarindo Seco,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Consumo en el lugar

Entrega a domicilio

Para llevar
    Aspectos destacados

Buenos cócteles

Karaoke

Música en vivo

Presentaciones en vivo
    Qué ofrece

Alcohol

Bebidas en hora feliz

Bebidas fuertes

Cerveza

Cócteles

Comida

Lugar para bailar

Vino
    Opciones del local

Espacio con asientos
    Servicios

Sanitario

Wi-Fi

Tiene Wi-Fi gratis
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Pagos

Tarjetas de crédito

Tarjetas de débito",4.3,555.0,$$,Discoteca,Accesible con silla de ruedas,"12 pm.,6 .",,Comuna La América Discotecas,300 2928679 ,"Carrera 70, Cq. 3 #11, Medellín, Antioquia",6.2457599,-75.5893499
48,Jennylao Discoteca,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Consumo en el lugar

Entrega a domicilio

Para llevar
    Aspectos destacados

Asientos en la terraza

Buenos cócteles

Música en vivo

Presentaciones en vivo
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles

Comida

Lugar para bailar

Vino
    Opciones del local

Espacio con asientos
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Espacio seguro para personas transgénero

Grupos
    Planificación

Se aceptan reservas
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de crédito

Tarjetas de débito

Tarjetas de crédito",4.4,827.0,Más de $100 K,Discoteca,No accesible con silla de ruedas,"9 pm.,6 .",,Comuna La América Discotecas,,"Carrera 70 #C2-36,Medellín, Antioquia, Medellín, Antioquia",6.2456588,-75.589057
49,Discoteca Oye bonita la 70,"Información  Opciones de servicio

Entrega a domicilio

Para llevar
    Aspectos destacados

Buenos cócteles

Música en vivo

Presentaciones en vivo
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles

Lugar para bailar

Vino
    Opciones del local

Espacio con asientos
    Servicios

Sanitario

Wi-Fi

Tiene Wi-Fi gratis
    Ambiente

Agradable

Informal
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero

Grupos
    Planificación

Se requieren reservas

Se aceptan reservas
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de crédito

Tarjetas de débito

Tarjetas de crédito",4.4,293.0,$$,Discoteca,,"6 pm.,6 .",https://www.instagram.com/oyebonitala70/,Comuna La América Discotecas,320 4981220 ,"Cra. 70 #4 - 11, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2468249,-75.5892603
50,california club,"Información  Opciones de servicio

Consumo en el lugar

Entrega a domicilio

Para llevar
    Aspectos destacados

Buenos cócteles

Música en vivo

Presentaciones en vivo
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles

Comida

Vino
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Pagos

Tarjetas de crédito",4.3,49.0,$$,Club nocturno,,,,Comuna La América Discotecas,313 6075474 ,"Av. 33 #78-29, Medellín, Belén, Medellín, Antioquia",6.2387469,-75.5986438
51,Purple Club Medellin,"Información  Accesibilidad

Sanitarios accesibles para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Entrega a domicilio

Para llevar
    Aspectos destacados

Buenos cócteles

Música en vivo

Presentaciones en vivo
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles

Lugar para bailar

Vino
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de crédito

Tarjetas de débito

Tarjetas de crédito",3.8,144.0,Más de $100 K,Club nocturno,,"12 pm.,6 .",https://www.eslacarta.com/purpleclub/,Comuna La América Discotecas,324 5826383 ,"Av. 33 # 78-107, Medellín, Belén, Medellín, Antioquia",6.2387227,-75.5993046
52,Son De La 70,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Opciones de servicio

Consumo en el lugar

Entrega a domicilio

Para llevar
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Comida

Lugar para bailar
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos",4.1,224.0,$$,Discoteca,Accesible con silla de ruedas,,,Comuna La América Discotecas,314 3962984 ,"Blvr. Libertadores De América #45E-141, Laureles - Estadio, San Juan, Medellín, Laureles, Medellín, Antioquia",6.2520288,-75.5882487
53,La Parranda de la 70,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Consumo en el lugar

Entrega a domicilio

Para llevar
    Aspectos destacados

Buenos cócteles

Música en vivo

Presentaciones en vivo
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles

Comida

Lugar para bailar
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas",4.1,763.0,$$,Discoteca,No accesible con silla de ruedas,"6 pm.,6 .",,Comuna La América Discotecas,42308305 ,"Bulevar Libertadores De América #42-79, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2478864,-75.588734
54,Discoteca Imperium,"Información  Accesibilidad

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Consumo en el lugar
    Aspectos destacados

Buenos cócteles

Música en vivo

Presentaciones en vivo
    Qué ofrece

Alcohol

Bebidas fuertes

Cerveza

Cócteles

Comida

Lugar para bailar
    Servicios

Sanitario
    Ambiente

Agradable

Informal
    Público usual

Grupos
    Planificación

Se aceptan reservas",4.1,600.0,$$,Bar,,"9 pm.,6 .",,Comuna La América Discotecas,310 4566988 ,"Av. 33 #80b2 66b- a 66b-134, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2394628,-75.5882644
55,Procinal Las Américas,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Qué ofrece

Comida
    Servicios

Restaurante
    Pagos

Tarjetas de crédito
    Menores

Ideal para ir con niños",4.5,1571.0,,Cine,Accesible con silla de ruedas,,http://www.procinal.com/,Comuna La América Cines,44442244 ,"Dg. 75B #2A-120, Medellín, Belén, Medellín, Antioquia",6.2145832,-75.5963458
56,Cinemas Royal Films - Jumbo La 65,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Qué ofrece

Comida

Juegos de arcade
    Servicios

Restaurante
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de crédito

Tarjetas de débito

Tarjetas de crédito
    Menores

Ideal para ir con niños",3.6,169.0,,Cine,Accesible con silla de ruedas,,https://royal-films.com/informacion/medellin/teatro/24/multicine-royal-films-la-65/cartelera,Comuna La América Cines,4605 1587 ,"Jumbo La 65, Cl. 47D #65-115, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2522186,-75.5845472
57,Cine Colombia,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Servicios en el lugar
    Aspectos destacados

Películas 3D
    Qué ofrece

Comida
    Servicios

Restaurante
    Pagos

Tarjetas de crédito
    Menores

Ideal para ir con niños",4.6,12170.0,,Cine,Accesible con silla de ruedas,"12 pm.,6 .",https://www.cinecolombia.com/,Comuna La América Cines,,"Calle 30A # 82A-26 Centro Comercial Los Molinos, Medellín, Antioquia",6.2323639,-75.6035507
58,Cinemas Procinal Centro Comercial Aventura,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Aspectos destacados

Películas 3D
    Qué ofrece

Comida
    Servicios

Restaurante
    Pagos

Tarjetas de crédito
    Menores

Ideal para ir con niños",4.5,5892.0,,Cine,Accesible con silla de ruedas,,http://www.procinal.com/,Comuna La América Cines,44442244 ,"#65- a, Cra. 55 #65172, Bombona II, Medellín, Antioquia",6.2638889,-75.5672222
59,Cinemas Royal Films Bosque Plaza,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Aspectos destacados

Películas 3D
    Qué ofrece

Comida

Juegos de arcade
    Servicios

Restaurante
    Público usual

Recomendable para ir en familia
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de crédito

Tarjetas de débito

Tarjetas de crédito
    Menores

Ideal para ir con niños",4.3,1486.0,,Cine,Accesible con silla de ruedas,"12 pm.,6 .",http://www.royal-films.com/,Comuna La América Cines,4605 1587 ,"Calle 73 #51D-71 Centro Comercial Bosque Plaza, Medellín, Antioquia",6.2688423,-75.5652786
60,Teatro La Fanfarria,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Servicios

Restaurante
    Menores

Ideal para ir con niños",4.6,473.0,,Teatro,Accesible con silla de ruedas,"9 .,6 .",https://lafanfarria.com/,Comuna La América Teatros,316 4568732 ,"Cra. 84 #42C-54, Simón Bolívar, Medellín, La América, Medellín, Antioquia",6.2490688,-75.6048869
61,Teatro La Hora 25,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Servicios

Sanitario
    Menores

Ideal para ir con niños",4.6,613.0,,Teatro,Accesible con silla de ruedas,"9 .,12 pm.",https://teatrolahora25.com/,Comuna La América Teatros,310 7237457 ,"Cra 88 #39-31, Santa Monica, Medellín, La América, Medellín, Antioquia",6.2488436,-75.6087524
62,TEATRO BARRA DEL SILENCIO,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Menores

Ideal para ir con niños",4.6,149.0,,Teatro,Accesible con silla de ruedas,,http://barradelsilencio.jimdo.com/,Comuna La América Teatros,(604) 4135583 ,"Cl. 45C #75-151, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2516021,-75.5951378
63,Teatro Laureles Centro de Eventos,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Menores

Ideal para ir con niños",4.8,768.0,,Teatro,Accesible con silla de ruedas,"9 .,6 pm.",https://instagram.com/teatro.laureles?utm_source=ig_profile_share&igshid=1l19uu0x6cev3,Comuna La América Teatros,44798002 ,"Transversal 39B, Cq. 2 #46, Medellín, Antioquia",6.2429188,-75.5930113
64,CASA RUMI,"Información  Servicios

Sanitario
    Ambiente

Agradable
    Público usual

Grupos",5.0,2.0,,Café teatro,,,,Comuna La América Teatros,,"Cra. 84 #45b-33, La América, Medellín, La América, Medellín, Antioquia",6.2542372,-75.6027967
65,Teatro Suramericana,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Servicios

Restaurante
    Menores

Ideal para ir con niños",4.8,470.0,,Teatro,Accesible con silla de ruedas,,https://www.sura.com/arteycultura/escenario-para-el-arte/teatro-suramericana/,Comuna La América Teatros,,"Cra. 64B #49a 30, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2544616,-75.5799163
66,Canchimalos Corporación Cultural,"Información  Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero",4.7,297.0,,Centro cultural,,"9 .,12 pm.",https://canchimalos.co/,Comuna La América Teatros,304 4998076 ,"Diagonal estación Metro, Cl. 47DD #88-24, La América, Medellín, La América, Medellín, Antioquia",6.2580495,-75.6047808
67,Teatro de la Universidad de Medellín,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Servicios

Restaurante
    Pagos

Tarjetas de crédito",4.7,7671.0,,Teatro,Accesible con silla de ruedas,,,Comuna La América Teatros,43405202 ,"Cra. 87 #30-65, Medellín, Belén, Medellín, Antioquia",6.2328567,-75.6100576
68,Neverland Escuela de Teatro Musical,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas
    Aspectos destacados

Presentaciones en vivo
    Servicios

Restaurante
    Menores

Ideal para ir con niños",5.0,38.0,,Teatro,Accesible con silla de ruedas,,http://www.neverlandteatromusical.com/,Comuna La América Teatros,,"Cl. 49B #68-112, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2577989,-75.585676
69,Teatro Metropolitano José Gutiérrez Gómez,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Aspectos destacados

Presentaciones en vivo
    Servicios

Restaurante
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de crédito

Tarjetas de débito

Tarjetas de crédito
    Menores

Ideal para ir con niños",4.8,6615.0,,Teatro,Accesible con silla de ruedas,,http://www.teatrometropolitano.com/,Comuna La América Teatros,42324597 ,"Cl. 41 # 57 - 30, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.2430224,-75.5774573
70,Jardín Infantil Geniecitos del Futuro,"Reseñas
5
4
3
2
1
5,0
1 reseña
  
Escribir una reseña
  

Ordenar",5.0,1.0,,Guardería,,,,Comuna La América Jardines,42539644 ,"Cl. 46 #87b21, La América, Medellín, La América, Medellín, Antioquia",6.2555416,-75.6038783
71,Jardín Infantil Mis Pequeños Astros,"Reseñas
5
4
3
2
1
5,0
2 reseñas
  
Escribir una reseña
  

Ordenar",5.0,2.0,,Guardería,,,,Comuna La América Jardines,45059253 ,"Cra. 90 #47a22, Santa Lucia, Medellín, La América, Medellín, Antioquia",6.256765,-75.606343
72,Jardín Infantil El Arte y El Conocer,"Reseñas
5
4
3
2
1
4,0
1 reseña
  
Escribir una reseña
  

Ordenar",4.0,1.0,,Guardería,,,,Comuna La América Jardines,42523608 ,"Calle 40c #90a50, Santa Monica, Medellín, La América, Medellín, Antioquia",6.2521296,-75.6093962
73,Jardín Infantil la Tata,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas",4.8,19.0,,Guardería,No accesible con silla de ruedas,,https://mipreescolar.com/JARDIN-INFANTIL-LA-TATA-Ubicado-en-Medell%C3%ADn---La-Am%C3%A9rica-mi-preescolar-preescolares-guarderias-jardinesinfantiles-mipreescolar-miprescolar-instituciones-centros-educativos.html,Comuna La América Jardines,312 2459496 ,"Cl. 36 #91a-22, Santa Monica, Medellín, La América, Medellín, Antioquia",6.2488873,-75.6130862
74,Casita de Niños,"Información  Menores

Ideal para ir con niños",4.7,72.0,,Jardín,,"6 .,3 .",,Comuna La América Jardines,321 6340185 ,"Cra. 80A #52 B -52, Ferrini, Medellín, La América, Medellín, Antioquia",6.266944,-75.596649
75,Hogar Infantil EL ENSUEÑO,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas",4.7,10.0,,Escuela,Accesible con silla de ruedas,,,Comuna La América Jardines,42344198 ,"Cl 47B #90a - 10, Santa Lucia, Medellín, La América, Medellín, Antioquia",6.2573899,-75.6069285
76,Centro Infantil Nubecitas,"Información  Accesibilidad

Estacionamiento accesible para personas en silla de ruedas",4.6,8.0,,Guardería,,,,Comuna La América Jardines,(604) 5919933 ,"Cra 88 #47dd23, La América, Medellín, La América, Medellín, Antioquia",6.2582814,-75.6046423
77,Museo Etnográfico Madre Laura,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Servicios

Sanitario
    Menores

Ideal para ir con niños",4.7,1721.0,,Museo,Accesible con silla de ruedas,,https://madrelaura.org/museo-etnografico-madre-laura/cod31/,Comuna La América Museos,42523017 ,"Cra. 92 #3525, Belencito, Medellín, San Javier, Medellín, Antioquia",6.24598,-75.61692
78,Museo Etnográfico Miguel Ángel Builes,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Servicios

Sanitario

Restaurante
    Menores

Ideal para ir con niños",4.3,231.0,,Museo,Accesible con silla de ruedas,,,Comuna La América Museos,,"Cra. 81 #52B-144, Ferrini, Medellín, La América, Medellín, Antioquia",6.267377,-75.5969612
79,Casa Museo Luis Alberto Álvarez Córdoba,"Información  Servicios

Sanitario
    Menores

Ideal para ir con niños",4.7,11.0,,Museo,,,,Comuna La América Museos,(604) 6735943 ,"Cra. 82A #CL 48 - 23, Calasanz Parte Alta, Medellín, San Javier, Medellín, Antioquia",6.2601226,-75.6010706
80,Fundación Aburrá,"Información  Servicios

Sanitario

Restaurante
    Público usual

Recomendable para ir en familia",4.4,62.0,,Museo,,,,Comuna La América Museos,(604) 4137436 ,"Cl 44A #72-35, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2501534,-75.5915313
81,Museo de Micología,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Servicios

Sanitario

Restaurante",4.4,45.0,,Museo de ciencias,Accesible con silla de ruedas,,,Comuna La América Museos,,"62 #6344, Medellín, Robledo, Medellín, Antioquia",6.260505,-75.5776596
82,Summit Adventure Park Medellín,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Servicios

Restaurante

Sanitario
    Planificación

Se recomienda comprar las entradas con anticipación
    Menores

Ideal para ir con niños",4.5,3007.0,,Parque de atracciones,Accesible con silla de ruedas,"12 pm.,9 pm.",https://summitmedellin.com/,Comuna La América Parques temático,317 3931101 ,"Cl 10 #50-267, Guayabal, Medellín, Guayabal, Medellín, Antioquia",6.2142576,-75.5814364
83,Parque Pelahueso,"Información  Menores

Ideal para ir con niños",4.0,50.0,,Parque,,"6 .,6 .",,Comuna La América Parques temático,,"Cra. 87 #47E, Santa Lucia, Medellín, La América, Medellín, Antioquia",6.2595069,-75.604375
84,Parque Norte Medellín,"Información  Parque temático apto para familias con montaña rusa y otras atracciones, área de juegos, lago y restaurantes.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Servicios

Sanitario
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero
    Planificación

Se recomienda comprar las entradas con anticipación
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de débito

Tarjetas de crédito
    Menores

Es recomendable para cumpleaños infantiles",4.5,26053.0,,Recinto ferial,Accesible con silla de ruedas,,https://parquenorte.gov.co/,Comuna La América Parques temático,(604) 3401210 ,"Cra. 53 #76-115, Aranjuez, Medellín, Aranjuez, Medellín, Antioquia",6.272007,-75.5660801
85,EcoParque Comuna 13,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Actividades

Senderismo
    Servicios

Columpios

Mesas de pícnic

Parrilla para barbacoa

Sanitario público
    Menores

Área de juegos

Es recomendable para cumpleaños infantiles

Ideal para ir con niños

Rutas de senderismo adecuadas para niños
    Mascotas

Parque para perros

Se permiten perros",4.2,638.0,,Parque ecológico,No accesible con silla de ruedas,"9 .,9 pm.",http://facebook.com/EcoParque13,Comuna La América Parques temático,300 8137427 ,"Cra 117, Medellín, San Cristóbal, Medellín, Antioquia",6.2583258,-75.6331528
86,Parque de La Floresta,"Información  Parque en vecindario con área de juegos y eventos frecuentes, paseos en poni por la tarde y comida callejera.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Servicios

Columpios
    Menores

Área de juegos

Ideal para ir con niños
    Mascotas

Parque para perros

Se permiten perros",4.6,9300.0,,Parque,Accesible con silla de ruedas,"6 .,None",,Comuna La América Parques temático,,"Cra. 84 #45d-24, La América, Medellín, La América, Medellín, Antioquia",6.255824,-75.6015104
87,Centro Comercial La América,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas",4.1,370.0,,Centro comercial,Accesible con silla de ruedas,"9 .,9 pm.",,Comuna La América Centros comerciales,(604) 4181339 ,"Cl 44 #23, Santa Monica, Medellín, La América, Medellín, Antioquia",6.2505615,-75.6049382
88,Florida Parque Comercial,"Información  Sitio cubierto con tiendas de accesorios, ropa y artículos deportivos, supermercados, cines y área recreativa.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Compras en tienda

Servicios en el lugar
    Qué ofrece

Juegos de arcade
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de débito

Tarjetas de crédito
    Estacionamiento

Estacionamiento gratuito",4.6,37040.0,,Centro comercial,Accesible con silla de ruedas,"12 pm.,9 pm.",http://www.floridapc.co/,Comuna La América Centros comerciales,(604) 5202880 ,"Cl. 71 #65 - 150, El Progreso, Medellín, Castilla, Medellín, Antioquia",6.2706578,-75.5767491
89,Centro Comercial Unicentro,"Información  Gran centro comercial cubierto con cine, gimnasio y casino y muchas tiendas y restaurantes.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas

Alquiler de sillas de ruedas
    Opciones de servicio

Compras en tienda

Servicios en el lugar
    Qué ofrece

Juegos de arcade
    Servicios

Sanitario

Tiene Wi-Fi gratis
    Público usual

Amigable con LGBTQ+

Espacio seguro para personas transgénero
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de débito

Tarjetas de crédito
    Estacionamiento

Estacionamiento pagado

Servicio de estacionamiento",4.5,36628.0,,Centro comercial,Accesible con silla de ruedas,"12 pm.,9 pm.",http://www.unicentromedellin.com.co/,Comuna La América Centros comerciales,(604) 3507050 ,"Cra 66B #34 A 76, Laureles - Estadio, Medellín, Laureles, Medellín, Antioquia",6.2412494,-75.5875351
90,Arkadia Centro Comercial,"Información  Centro comercial elegante y contemporáneo con un supermercado y cadenas minoristas, patio de comidas y cine.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas

Sanitarios accesibles para personas en silla de ruedas
    Opciones de servicio

Compras en tienda

Servicios en el lugar
    Qué ofrece

Juegos de arcade
    Servicios

Sanitario

Tiene Wi-Fi gratis
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de débito

Tarjetas de crédito
    Menores

Área de juegos",4.7,21156.0,,Centro comercial,Accesible con silla de ruedas,"12 pm.,9 pm.",https://www.arkadiacentrocomercial.com/,Comuna La América Centros comerciales,(604) 5907070 ,"Cra. 70 #1-141, Medellín, Belén, Medellín, Antioquia",6.2121904,-75.5946923
91,Mall La 90,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas",4.1,653.0,,Centro comercial,Accesible con silla de ruedas,"9 .,9 pm.",,Comuna La América Centros comerciales,,"Cl 44 #8956, El Danubio, Medellín, La América, Medellín, Antioquia",6.2523144,-75.6072111
92,Centro Comercial San Juan La 80,"Información  Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas",4.1,370.0,,Centro comercial,Accesible con silla de ruedas,"6 .,6 pm.",,Comuna La América Centros comerciales,,"Cl 44 #28, La Floresta, Medellín, La América, Medellín, Antioquia",6.2508258,-75.602852
93,Centro Comercial Aventura,"Información  Centro comercial urbano con una sencilla variedad de tiendas y restaurantes informales, además de un cine.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Servicios en el lugar
    Qué ofrece

Juegos de arcade
    Menores

Área de juegos",4.4,16897.0,,Centro comercial,Accesible con silla de ruedas,"12 pm.,9 pm.",http://ccaventura.com/,Comuna La América Centros comerciales,43667288 ,"aventura, Cra. 52 #65-91, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.2640485,-75.5672693
94,Centro Comercial Los Molinos,"Información  Centro comercial contemporáneo con restaurantes informales, un cine y áreas de juegos para niños.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Espacio accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Compras en tienda

Servicios en el lugar
    Qué ofrece

Juegos de arcade
    Servicios

Sanitarios unisex

Tiene Wi-Fi gratis
    Pagos

Tarjetas de débito

Tarjetas de crédito
    Menores

Área de juegos",4.6,21745.0,,Centro comercial,Accesible con silla de ruedas,"12 pm.,9 pm.",https://losmolinos.com.co/,Comuna La América Centros comerciales,(604) 2383505 ,"Cl. 30A #82A-26, Medellín, Belén, Medellín, Antioquia",6.23317,-75.60418
95,Centro Comercial San Diego,"Información  Plaza comercial local inaugurada en 1972, con zona cubierta y al aire libre, además de tiendas y cafés.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Compras en tienda

Servicios en el lugar
    Qué ofrece

Juegos de arcade
    Pagos

Pagos con dispositivos móviles mediante NFC

Tarjetas de débito

Tarjetas de crédito",4.6,38255.0,,Centro comercial,Accesible con silla de ruedas,"9 .,9 pm.",http://www.sandiego.com.co/,Comuna La América Centros comerciales,(604) 4480624 ,"Cl. 33 #42B-06, La Candelaria, Medellín, La Candelaria, Medellín, Antioquia",6.2350953,-75.5692213
96,Centro Comercial La Central,"Información  Centro comercial de varios niveles, con diversos productos, puestos de bocadillos y restaurantes informales.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Alquiler de sillas de ruedas
    Opciones de servicio

Compras en tienda

Servicios en el lugar
    Servicios

Tiene Wi-Fi gratis
    Menores

Área de juegos",4.7,16115.0,,Centro comercial,Accesible con silla de ruedas,,https://lacentral.com.co/,Comuna La América Centros comerciales,(604) 3227117 ,"Cl. 49B #21-38, El Vergel, Medellín, Buenos Aires, Medellín, Antioquia",6.238861,-75.5483024
97,Centro Comercial Premium Plaza,"Información  Centro comercial moderno con tiendas de ropa, un cine, un gimnasio, un casino y restaurantes.
    Accesibilidad

Entrada accesible para personas en silla de ruedas

Estacionamiento accesible para personas en silla de ruedas
    Opciones de servicio

Servicios en el lugar
    Qué ofrece

Juegos de arcade
    Menores

Área de juegos",4.5,40275.0,,Centro comercial,Accesible con silla de ruedas,"12 pm.,9 pm.",http://www.ccpremiumplaza.com/,Comuna La América Centros comerciales,(604) 4487071 ,"Calle 30, Cra. 43A, Medellín, Antioquia",6.228946,-75.5708693
